# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2581906437
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                          
# ........  ..............  ..............................  ................................................................................................................................................................................................
#
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_brk
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x000000000131b7d9
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000445ce
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000908ab0
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000425a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015e846
     0.03%  progetto        [kernel.kallsyms]               [k] _raw_spin_unlock_irqrestore
     0.03%  progetto        libc.so.6                       [.] __libc_calloc
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092c2d1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2040
     0.03%  progetto        [kernel.kallsyms]               [k] do_user_addr_fault
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __pm_runtime_suspend
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b8a0
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002d283f1
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __get_user_nocheck_4
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003e1e
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e818a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000131045
     0.03%  progetto        [kernel.kallsyms]               [k] file_close_fd_locked
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a33
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bb9c2
     0.03%  progetto        [kernel.kallsyms]               [k] raw_spin_rq_lock_nested
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029a5
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::LivePhysRegs::available(llvm::MachineRegisterInfo const&, unsigned short) const
     0.03%  progetto        [kernel.kallsyms]               [k] inode_permission
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c016d
     0.03%  progetto        [kernel.kallsyms]               [k] cp_new_stat
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_wait_prev_fence
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000000df24ba
     0.03%  progetto        libc.so.6                       [.] sem_post@GLIBC_2.2.5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e97
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::NaryReassociatePass::doOneIteration(llvm::Function&)
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000001074796
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092e2c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008917f0
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] mutex_lock
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ww_mutex_unlock
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x00000000000062d4
     0.03%  progetto        [kernel.kallsyms]               [k] _find_next_and_bit
     0.03%  progetto        [kernel.kallsyms]               [k] get_timespec64
     0.03%  progetto        libc.so.6                       [.] pthread_rwlock_rdlock@GLIBC_2.2.5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe055
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041a1
     0.03%  progetto        liballegro.so.5.2.9             [.] glDisableClientState@plt
     0.03%  progetto        [kernel.kallsyms]               [k] nr_running
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000c97384
     0.03%  progetto        liballegro_font.so.5.2.9        [.] al_ustr_free@plt
     0.03%  progetto        libc.so.6                       [.] __strchrnul_avx2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc8ec
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b55d0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090e92d
     0.03%  progetto        [kernel.kallsyms]               [k] set_ptes.constprop.0
     0.03%  progetto        [kernel.kallsyms]               [k] dma_resv_iter_walk_unlocked.part.0
     0.03%  progetto        liballegro.so.5.2.9             [.] al_rotate_transform
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edf6
     0.03%  progetto        [kernel.kallsyms]               [k] clockevents_program_event
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154b1d
     0.03%  progetto        [kernel.kallsyms]               [k] cgroup_rstat_updated
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302b88
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc100
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdb30
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PrettyStackTraceEntry::PrettyStackTraceEntry()
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b00
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015d5d9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d5c2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd584d
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_push_job
     0.03%  progetto        [kernel.kallsyms]               [k] _copy_to_user
     0.03%  progetto        [kernel.kallsyms]               [k] security_socket_recvmsg
     0.03%  progetto        [kernel.kallsyms]               [k] current_time
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000e42ba0
     0.03%  progetto        [kernel.kallsyms]               [k] __put_user_nocheck_4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d1db8
     0.03%  progetto        [kernel.kallsyms]               [k] enqueue_hrtimer
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090ea8d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd4f56
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b340
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000167e7d
     0.03%  progetto        [kernel.kallsyms]               [k] amdgpu_ttm_tt_populate
     0.03%  progetto        [kernel.kallsyms]               [k] __fput_sync
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bbcb0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154a77
     0.03%  progetto        libLLVM-15.so.1                 [.] LLVMBuildRetVoid
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0510
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027210
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005c70
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] glDrawArrays@plt
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] futex_setup_timer
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6ee5
     0.03%  progetto        libc.so.6                       [.] _IO_sgetn
     0.03%  progetto        [kernel.kallsyms]               [k] __cgroup_account_cputime
     0.03%  progetto        [kernel.kallsyms]               [k] security_task_to_inode
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022d2d0
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80eb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b8376
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd492
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000ca6ac4
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002962
     0.03%  progetto        [kernel.kallsyms]               [k] skb_set_owner_w
     0.03%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000044000
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001554a9
     0.03%  progetto        libOpenGL.so.0.0.0              [.] glEnableClientState
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022ea28
     0.03%  progetto        liballegro.so.5.2.9             [.] al_is_bitmap_locked
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_update_pdes
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] dma_resv_iter_first
     0.03%  progetto        [kernel.kallsyms]               [k] __scm_recv_common.constprop.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7742
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066b850
     0.03%  progetto        [kernel.kallsyms]               [k] dequeue_task_rt
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043c04
     0.03%  progetto        [kernel.kallsyms]               [k] locks_remove_posix
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060b8a0
     0.03%  progetto        [kernel.kallsyms]               [k] __msecs_to_jiffies
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029d6
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012e210
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000130b2a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060b680
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005add4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000130827
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041f6
     0.03%  progetto:cs0    libc.so.6                       [.] __GI___pthread_mutex_unlock_usercnt
     0.03%  progetto        [kernel.kallsyms]               [k] gup_pte_range
     0.03%  progetto        libLLVM-15.so.1                 [.] LLVMVoidTypeInContext
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c0164
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8137
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012ccc0
     0.03%  progetto        liballegro.so.5.2.9             [.] al_fsize
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_placement_from_domain
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036cbf7
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092921a
     0.03%  progetto        [kernel.kallsyms]               [k] irqentry_exit_to_user_mode
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bfbc0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cabda8
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e82fd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000564d9e
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af56
     0.03%  progetto        [kernel.kallsyms]               [k] from_kuid_munged
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000930a44
     0.03%  progetto        [kernel.kallsyms]               [k] pick_next_task_dl
     0.03%  progetto        [kernel.kallsyms]               [k] update_sd_lb_stats.constprop.0
     0.03%  progetto        [kernel.kallsyms]               [k] update_dl_rq_load_avg
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017f65b
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] do_vfs_ioctl
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004305
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000231d20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d48b8
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002c68
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_recvmsg
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd4b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060b8bf
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005795a
     0.03%  progetto        [vdso]                          [.] 0x0000000000000b00
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230c10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002ff3f9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edf2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bae07
     0.03%  progetto        [kernel.kallsyms]               [k] __perf_event_task_sched_in
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090e70e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302bea
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044644
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa26
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000654f81
     0.03%  progetto        [kernel.kallsyms]               [k] get_cpu_iowait_time_us
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090eb7f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012fbd8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000926f24
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::StringRef::find(llvm::StringRef, unsigned long) const
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f99b5
     0.03%  progetto        [kernel.kallsyms]               [k] sched_clock_stable
     0.03%  progetto        liballegro.so.5.2.9             [.] al_utf8_width
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b7e
     0.03%  progetto        [kernel.kallsyms]               [k] __rb_insert_augmented
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000bcc0
     0.03%  progetto        [kernel.kallsyms]               [k] make_vfsuid
     0.03%  progetto:cs0    libc.so.6                       [.] __GI___ioctl
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005adfc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000b9580
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036cab9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0514
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c727
     0.03%  progetto        [kernel.kallsyms]               [k] futex_wait_queue
     0.03%  progetto        [kernel.kallsyms]               [k] next_uptodate_folio
     0.03%  progetto        [kernel.kallsyms]               [k] lookup_address_in_pgd_attr
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc6ad8
     0.03%  progetto        [kernel.kallsyms]               [k] try_to_wake_up
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_read
     0.03%  progetto        [kernel.kallsyms]               [k] do_writev
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af59
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000668198
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e2fe0
     0.03%  progetto        libc.so.6                       [.] __memcmp_avx2_movbe
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015f38e
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cba8
     0.03%  progetto        [kernel.kallsyms]               [k] timekeeping_advance
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdea3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090edbe
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f6b2e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cabd04
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cb3034
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] al_ustr_get_next@plt
     0.03%  progetto        libc.so.6                       [.] __libc_alloca_cutoff
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001305fa
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d478
     0.03%  progetto        [kernel.kallsyms]               [k] single_start
     0.03%  progetto        [kernel.kallsyms]               [k] memcg_account_kmem
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000663700
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb01b
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x000000000004449a
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044429
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x000000000004449f
     0.03%  progetto        liballegro.so.5.2.9             [.] al_get_bitmap_width
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000665a24
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d5443
     0.03%  progetto        [kernel.kallsyms]               [k] dma_resv_test_signaled
     0.03%  progetto        [kernel.kallsyms]               [k] generic_fillattr
     0.03%  progetto        [kernel.kallsyms]               [k] perf_ibs_stop
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012cbac
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002347a0
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::setLastUser(llvm::ArrayRef<llvm::Pass*>, llvm::Pass*)
     0.03%  progetto        libc.so.6                       [.] __vsnprintf_internal
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015f310
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000445eb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160dca
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ttm_tt_pte_flags
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f12
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066f750
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000023ef2d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090ea1b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000131044
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051370
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041af
     0.03%  progetto        libc.so.6                       [.] _IO_file_finish@@GLIBC_2.2.5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015debc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b3b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0516
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f860
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000654f24
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3e78
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bba06
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c54aa
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdd7c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000234302
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c029f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fc43d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b123a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d29f8
     0.03%  progetto        [kernel.kallsyms]               [k] internal_get_user_pages_fast
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001525a0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdf08
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cde02
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004351
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000445f0
     0.03%  progetto        [kernel.kallsyms]               [k] security_inode_permission
     0.03%  progetto        libc.so.6                       [.] __mpn_lshift
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] native_send_call_func_single_ipi
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066a02c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000180420
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a808
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e809d
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041cc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012ccb7
     0.03%  progetto        [kernel.kallsyms]               [k] aa_audit_file
     0.03%  progetto        [kernel.kallsyms]               [k] unix_scm_to_skb
     0.03%  progetto        [kernel.kallsyms]               [k] to_dal_irq_source_dcn21
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000509fb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036a7c0
     0.03%  progetto        [kernel.kallsyms]               [k] d_absolute_path
     0.03%  progetto        [kernel.kallsyms]               [k] __skb_datagram_iter
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000238f14
     0.03%  progetto        libOpenGL.so.0.0.0              [.] glBlendColor
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_manager_usage
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029db
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012cd10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000912a01
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e68d0
     0.03%  progetto        liballegro_font.so.5.2.9        [.] al_ustr_new@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000368cc0
     0.03%  progetto        [kernel.kallsyms]               [k] sched_core_idle_cpu
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000902a26
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __rseq_handle_notify_resume
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bccb0
     0.03%  progetto        [kernel.kallsyms]               [k] __smp_call_single_queue
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002331f2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000011bf14
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] fpregs_assert_state_consistent
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e52b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000362e88
     0.03%  progetto        [kernel.kallsyms]               [k] proc_self_get_link
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022e300
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] pick_next_task
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002ff4cd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b8423
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041c9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230f4a
     0.03%  progetto        [kernel.kallsyms]               [k] ep_autoremove_wake_function
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000420c
     0.03%  progetto        [kernel.kallsyms]               [k] skb_free_head
     0.03%  progetto        progetto                        [.] time@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015534c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d8f3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edba
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6e8d
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005120f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c54a0
     0.03%  progetto        [kernel.kallsyms]               [k] notifier_call_chain
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e81fc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154efa
     0.03%  progetto        [kernel.kallsyms]               [k] perf_ibs_add
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c7e2
     0.03%  progetto        liballegro.so.5.2.9             [.] al_map_rgba
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000667c14
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c14b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002331bf
     0.03%  progetto        [kernel.kallsyms]               [k] import_ubuf
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000005228c
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000c7dd
     0.03%  progetto        [kernel.kallsyms]               [k] _raw_spin_trylock
     0.03%  progetto        [kernel.kallsyms]               [k] queue_work_on
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000531e4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cf9e0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000234340
     0.03%  progetto        libc.so.6                       [.] pthread_once@GLIBC_2.2.5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090a43d
     0.03%  progetto        liballegro.so.5.2.9             [.] glGetIntegerv@plt
     0.03%  progetto        libOpenGL.so.0.0.0              [.] glViewport
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8386
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029f4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c87
     0.03%  progetto        [kernel.kallsyms]               [k] arch_perf_update_userpage
     0.03%  progetto        libGLX.so.0.0.0                 [.] glXGetProcAddress
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c130
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000366705
     0.03%  progetto        [kernel.kallsyms]               [k] __get_user_1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3de
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b17
     0.03%  progetto        [kernel.kallsyms]               [k] raw_spin_rq_unlock
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090030a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa97
     0.03%  progetto        [kernel.kallsyms]               [k] strnlen
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015d9f0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017fd06
     0.03%  progetto        [kernel.kallsyms]               [k] pud_huge
     0.03%  progetto        [kernel.kallsyms]               [k] __put_user_8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c702
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160e20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000303309
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154a93
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000039f104
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfaa0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012dfe4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc6a07
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000900321
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3f1
     0.03%  progetto        [kernel.kallsyms]               [k] hrtimer_active
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x000000000001a12f
     0.03%  progetto        libxcb.so.1.1.0                 [.] __errno_location@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000366828
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001305e0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000130550
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e68fb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bbcd2
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __smp_call_single_queue
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] prepare_task_switch
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f624
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fa5f0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3bc
     0.03%  progetto        [kernel.kallsyms]               [k] get_iowait_time
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b443
     0.03%  progetto        [kernel.kallsyms]               [k] consume_obj_stock
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154eec
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043ce
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cbf3
