# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2581906437
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                          
# ........  ..............  ..............................  ................................................................................................................................................................................................
#
     0.06%  progetto        libc.so.6                       [.] __mpn_divrem
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e30
     0.06%  progetto        radeonsi_dri.so                 [.] memcpy@plt
     0.06%  progetto:cs0    libc.so.6                       [.] pthread_cond_signal@@GLIBC_2.3.2
     0.06%  progetto        [kernel.kallsyms]               [k] cpuset_task_status_allowed
     0.06%  progetto        libc.so.6                       [.] fopen@@GLIBC_2.2.5
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000090bb10
     0.06%  progetto        [kernel.kallsyms]               [k] __legitimize_path
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] drm_dev_exit
     0.06%  progetto        [kernel.kallsyms]               [k] __kmalloc_node
     0.06%  progetto        [kernel.kallsyms]               [k] strncpy_from_user
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000233530
     0.06%  progetto        [kernel.kallsyms]               [k] filemap_map_pages
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_create_list_entry_array
     0.06%  progetto        [kernel.kallsyms]               [k] __fsnotify_parent
     0.06%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050d2d
     0.05%  progetto        [kernel.kallsyms]               [k] __cond_resched
     0.05%  progetto        [kernel.kallsyms]               [k] balance_rt
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_open
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043dd0
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000505c0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000017f840
     0.05%  progetto        [kernel.kallsyms]               [k] get_page_from_freelist
     0.05%  progetto        [kernel.kallsyms]               [k] stat_open
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008acc84
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] restore_fpregs_from_fpstate
     0.05%  progetto        [kernel.kallsyms]               [k] generic_permission
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] futex_wake_mark
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092c75c
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000039f100
     0.05%  progetto        [kernel.kallsyms]               [k] open_last_lookups
     0.05%  progetto        radeonsi_dri.so                 [.] __popcountdi2@plt
     0.05%  progetto        liballegro.so.5.2.9             [.] al_ustr_new
     0.05%  progetto        [kernel.kallsyms]               [k] aa_path_name
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2b9d
     0.05%  progetto        [kernel.kallsyms]               [k] process_measurement
     0.05%  progetto        [kernel.kallsyms]               [k] __virt_addr_valid
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] __futex_wait
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_fence_time
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb7ff
     0.05%  progetto        libX11.so.6.4.0                 [.] pthread_cond_broadcast@plt
     0.05%  progetto        [kernel.kallsyms]               [k] security_inode_getattr
     0.05%  progetto        [kernel.kallsyms]               [k] nr_context_switches
     0.05%  progetto        libGLdispatch.so.0.0.0          [.] 0x00000000000441c0
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_sync_rings
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_sa_bo_free
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] futex_wake
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] gup_pte_range
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000c47f8
     0.05%  progetto        [kernel.kallsyms]               [k] walk_component
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_job_fence_release
     0.05%  progetto        [kernel.kallsyms]               [k] plist_add
     0.05%  progetto        [kernel.kallsyms]               [k] common_perm_cond
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] radix_tree_lookup
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051308
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000234440
     0.05%  progetto        libLLVM-15.so.1                 [.] llvm::SROAPass::runImpl(llvm::Function&, llvm::DominatorTree&, llvm::AssumptionCache&)
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glGetError
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000b96c0
     0.05%  progetto        [kernel.kallsyms]               [k] get_current_fs_domain
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd494
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_vram_mc2pa
     0.05%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000be45
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] psi_task_switch
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005797f
     0.05%  progetto        [kernel.kallsyms]               [k] getboottime64
     0.05%  progetto        libfreetype.so.6.18.1           [.] FT_MulFix
     0.05%  progetto        [kernel.kallsyms]               [k] check_cpu_stall
     0.05%  progetto        [kernel.kallsyms]               [k] _raw_spin_lock_irqsave
     0.05%  progetto        [kernel.kallsyms]               [k] security_current_getlsmblob_subj
     0.05%  progetto        [kernel.kallsyms]               [k] pid_delete_dentry
     0.05%  progetto        libc.so.6                       [.] difftime
     0.05%  progetto        liballegro.so.5.2.9             [.] al_get_current_projection_transform
     0.05%  progetto        libc.so.6                       [.] _IO_file_read
     0.05%  progetto        libc.so.6                       [.] _IO_default_uflow
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000366700
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000022df50
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e53a
     0.05%  progetto        [kernel.kallsyms]               [k] maybe_add_creds
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait_setup
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000060a6fc
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001554c1
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000035d06
     0.05%  progetto        [kernel.kallsyms]               [k] single_open
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051178
     0.05%  progetto        [kernel.kallsyms]               [k] perf_event_update_userpage
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000030cf04
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044993
     0.05%  progetto        libxcb.so.1.1.0                 [.] xcb_flush
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_writev
     0.05%  progetto        [kernel.kallsyms]               [k] alloc_skb_with_frags
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000b7f03
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_vm_handling
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000066b03f
     0.05%  progetto        [vdso]                          [.] __vdso_time
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_job_idx.isra.0
     0.05%  progetto        [kernel.kallsyms]               [k] perf_pmu_nop_void
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2715
     0.05%  progetto        [kernel.kallsyms]               [k] scheduler_tick
     0.05%  progetto        [kernel.kallsyms]               [k] timerqueue_add
     0.05%  progetto        [kernel.kallsyms]               [k] __fdget_pos
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] ttm_bo_validate
     0.05%  progetto        [kernel.kallsyms]               [k] path_init
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000060b500
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000926f20
     0.05%  progetto        libc.so.6                       [.] __uflow
     0.05%  progetto        libc.so.6                       [.] _IO_file_fopen@@GLIBC_2.2.5
     0.05%  progetto        [kernel.kallsyms]               [k] wait_for_unix_gc
     0.05%  progetto        liballegro.so.5.2.9             [.] _al_bvcformata
     0.05%  progetto:sh0    [kernel.kallsyms]               [k] down_read_trylock
     0.05%  progetto:sh0    [kernel.kallsyms]               [k] vfs_fstatat
     0.05%  progetto        liballegro.so.5.2.9             [.] al_ustr_free
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051219
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000030d0f9
     0.05%  progetto        [kernel.kallsyms]               [k] unix_write_space
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002972
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092e152
     0.05%  progetto        progetto                        [.] difftime@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000012dfe0
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_lock
     0.05%  progetto        [kernel.kallsyms]               [k] dnotify_flush
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000053410
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000299e
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3ee
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] futex_hash
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001626a0
     0.05%  progetto        [kernel.kallsyms]               [k] try_charge_memcg
     0.05%  progetto        radeonsi_dri.so                 [.] _glapi_set_dispatch@plt
     0.05%  progetto        [kernel.kallsyms]               [k] proc_pid_permission
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000057944
     0.05%  progetto        [kernel.kallsyms]               [k] __x64_sys_openat
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] entry_SYSCALL_64
     0.05%  progetto        [kernel.kallsyms]               [k] __raw_spin_lock_irqsave
     0.05%  progetto        [kernel.kallsyms]               [k] sock_alloc_send_pskb
     0.05%  progetto        [kernel.kallsyms]               [k] put_prev_task_rt
     0.05%  progetto        liballegro.so.5.2.9             [.] _al_balloc
     0.05%  progetto        [kernel.kallsyms]               [k] kcpustat_cpu_fetch
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000002353b0
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] ttm_lru_bulk_move_tail
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e821c
     0.05%  progetto        [kernel.kallsyms]               [k] drain_obj_stock
     0.05%  progetto        [kernel.kallsyms]               [k] __fdget
     0.05%  progetto        progetto                        [.] get_cpu_usage()
     0.05%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbf8
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005120d
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_lock_obj
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] __call_rcu_common
     0.05%  progetto        liballegro.so.5.2.9             [.] al_get_separate_bitmap_blender
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffd14
     0.05%  progetto        [kernel.kallsyms]               [k] __alloc_skb
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] do_futex
     0.05%  progetto        [kernel.kallsyms]               [k] check_stack_object
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000cabc84
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000444a7
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_p2_ib.isra.0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000238f10
     0.05%  progetto        [kernel.kallsyms]               [k] single_open_size
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003c54a4
     0.05%  progetto        [kernel.kallsyms]               [k] sock_recvmsg
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e834e
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511f0
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_lock_irq
     0.05%  progetto        [kernel.kallsyms]               [k] path_get
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] al_hold_bitmap_drawing@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000230934
     0.05%  progetto        [kernel.kallsyms]               [k] copy_iovec_from_user
     0.05%  progetto        [kernel.kallsyms]               [k] mem_cgroup_handle_over_high
     0.05%  progetto        [kernel.kallsyms]               [k] module_put
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003c0160
     0.05%  progetto        [kernel.kallsyms]               [k] __get_user_nocheck_4
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd474
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051510
     0.04%  progetto        libc.so.6                       [.] __poll
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7ed0
     0.04%  progetto        libc.so.6                       [.] __rawmemchr_avx2
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfd30
     0.04%  progetto        [kernel.kallsyms]               [k] __wake_up
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __kmalloc_node
     0.04%  progetto        [kernel.kallsyms]               [k] task_dump_owner
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051297
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_rq_update_fifo
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::SUnit::addPred(llvm::SDep const&, bool)
     0.04%  progetto        liballegro.so.5.2.9             [.] al_get_separate_blender
     0.04%  progetto        [kernel.kallsyms]               [k] perf_adjust_freq_unthr_context
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000033384
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003cf910
     0.04%  progetto        libglapi.so.0.0.0               [.] pthread_once@plt
     0.04%  progetto        libxcb.so.1.1.0                 [.] xcb_send_request
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] check_cfs_rq_runtime
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000230100
     0.04%  progetto        libc.so.6                       [.] __strstr_sse2
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000233fe0
     0.04%  progetto        [kernel.kallsyms]               [k] link_path_walk.part.0.constprop.0
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003d0e70
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000130c72
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __xas_nomem
     0.04%  progetto        [kernel.kallsyms]               [k] arch_irq_stat_cpu
     0.04%  progetto        [kernel.kallsyms]               [k] bitmap_list_string.constprop.0
     0.04%  progetto        [kernel.kallsyms]               [k] wake_up_q
     0.04%  progetto        progetto                        [.] draw_circle(float, float, float, ALLEGRO_COLOR)
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043c00
     0.04%  progetto        [kernel.kallsyms]               [k] __pmu_ctx_sched_out
     0.04%  progetto        liballegro.so.5.2.9             [.] al_map_rgb
     0.04%  progetto        [kernel.kallsyms]               [k] arch_proc_pid_thread_features
     0.04%  progetto        libxcb.so.1.1.0                 [.] pthread_mutex_lock@plt
     0.04%  progetto        libc.so.6                       [.] __libc_recvmsg
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051207
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000002342e0
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] native_write_msr
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] get_futex_key
     0.04%  progetto        libgcc_s.so.1                   [.] __popcountdi2
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __get_user_8
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_list_put
     0.04%  progetto:cs0    libdrm.so.2.4.0                 [.] drmCommandWriteRead
     0.04%  progetto        [kernel.kallsyms]               [k] prepend_copy
     0.04%  progetto        libc.so.6                       [.] _IO_file_close
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000009024c0
     0.04%  progetto        [kernel.kallsyms]               [k] kmem_cache_alloc_node
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8126
     0.04%  progetto        liballegro.so.5.2.9             [.] al_draw_tinted_bitmap_region
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_compat
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee88
     0.04%  progetto        [kernel.kallsyms]               [k] check_pointer
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e784
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee0f
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000348c8
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] available_idle_cpu
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] cpuacct_charge
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] lockless_pages_from_mm
     0.04%  progetto        libOpenGL.so.0.0.0              [.] glGetIntegerv
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e775
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e4f8
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e509
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e503
     0.04%  progetto        [kernel.kallsyms]               [k] prepend
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf020
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e581
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017763
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf06d
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000130d30
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee32
     0.04%  progetto        [kernel.kallsyms]               [k] import_iovec
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000beedd
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e500
     0.04%  progetto        liballegro.so.5.2.9             [.] al_is_compatible_bitmap
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002970
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] x64_sys_call
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbf3
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] is_valid_gup_args
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x00000000000698a3
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x000000000118d3a0
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000056757
     0.04%  progetto        [kernel.kallsyms]               [k] folio_add_new_anon_rmap
     0.04%  progetto        [kernel.kallsyms]               [k] amdgpu_info_ioctl
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_places_compat
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::Value::stripPointerCasts() const
     0.04%  progetto        liballegro.so.5.2.9             [.] al_get_blend_color
     0.04%  progetto        [kernel.kallsyms]               [k] blk_cgroup_congested
     0.04%  progetto        [kernel.kallsyms]               [k] skb_release_data
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::MachineRegisterInfo::isPhysRegUsed(llvm::MCRegister, bool) const
     0.04%  progetto        libX11.so.6.4.0                 [.] _XrmInternalStringToQuark
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e6b4
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000062040
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x000000000000e047
     0.04%  progetto        libX11.so.6.4.0                 [.] XStringToKeysym
     0.04%  progetto        [kernel.kallsyms]               [k] __alloc_pages
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000066dc48
     0.04%  progetto        [kernel.kallsyms]               [k] slab_update_freelist.constprop.0.isra.0
     0.04%  progetto        [kernel.kallsyms]               [k] __pollwait
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000043ac
     0.04%  progetto        [kernel.kallsyms]               [k] __memcg_kmem_charge_page
     0.04%  progetto:cs0    libc.so.6                       [.] syscall
     0.04%  progetto        [kernel.kallsyms]               [k] __mod_node_page_state
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000004ed364
     0.04%  progetto        [kernel.kallsyms]               [k] core_sys_select
     0.04%  progetto        [kernel.kallsyms]               [k] do_select
     0.04%  progetto        libc.so.6                       [.] __fdelt_warn
     0.04%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000be7c
     0.04%  progetto        libOpenGL.so.0.0.0              [.] glDisableClientState
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012f6e
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] kvmalloc_node
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000302bf4
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000160de5
     0.04%  progetto        libX11.so.6.4.0                 [.] XGetVisualInfo
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000c36ac5
     0.04%  progetto        [kernel.kallsyms]               [k] update_curr_common
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012fb0
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000345a0
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000352bd
     0.04%  progetto        [kernel.kallsyms]               [k] is_ISA_range
     0.04%  progetto        libglapi.so.0.0.0               [.] 0x0000000000010640
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000066f828
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012f81
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdd50
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000177a8
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __schedule
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::MachineFunctionPass::runOnFunction(llvm::Function&)
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000225ac
     0.04%  progetto        [kernel.kallsyms]               [k] try_grab_folio
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017705
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000007790
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000233180
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000090eb30
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbed
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000019a2b
     0.04%  progetto        libc.so.6                       [.] __GI___writev
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000153298
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x000000000004884c
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000021e17
     0.04%  progetto        [kernel.kallsyms]               [k] delay_halt.part.0
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x000000000125f604
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000033380
     0.04%  progetto        libc.so.6                       [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000028d900
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000177a0
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x000000000006904e
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002daba79
     0.04%  progetto        [kernel.kallsyms]               [k] native_sched_clock
     0.04%  progetto        [kernel.kallsyms]               [k] kvfree
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee8d
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e816d
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000002336c4
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::RegPressureTracker::getUpwardPressure(llvm::MachineInstr const*, std::vector<unsigned int, std::allocator<unsigned int> >&, std::vector<unsigned int, std::allocator<unsigned int> >&)
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_gpu_offset_no_check
     0.04%  progetto        [kernel.kallsyms]               [k] __x64_sys_poll
     0.04%  progetto        [kernel.kallsyms]               [k] mas_rev_awalk
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_ioctl
     0.04%  progetto        [kernel.kallsyms]               [k] dequeue_task_fair
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000bc6a4
     0.04%  progetto        liballegro.so.5.2.9             [.] glColorPointer@plt
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008c7020
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000009c145
     0.04%  progetto        [kernel.kallsyms]               [k] mas_pop_node
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061f73
     0.04%  progetto        [kernel.kallsyms]               [k] native_set_pte
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e810c
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000004396
     0.04%  progetto        [kernel.kallsyms]               [k] put_prev_task_fair
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000033386
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000153253
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] kvfree
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e669
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003030e0
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5612
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000234664
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac480
     0.04%  progetto        [kernel.kallsyms]               [k] wp_page_copy
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x00000000014bd1c0
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000230d10
     0.04%  progetto        [kernel.kallsyms]               [k] finish_fault
     0.03%  progetto        [kernel.kallsyms]               [k] tlb_gather_mmu
     0.03%  progetto        [kernel.kallsyms]               [k] collect_sigign_sigcatch.constprop.0
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::Intrinsic::lookupLLVMIntrinsicByName(llvm::ArrayRef<char const*>, llvm::StringRef)
     0.03%  progetto        [kernel.kallsyms]               [k] vm_unmapped_area
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cab8b9
     0.03%  progetto        [kernel.kallsyms]               [k] exc_page_fault
     0.03%  progetto        [kernel.kallsyms]               [k] gup_pgd_range
     0.03%  progetto        [kernel.kallsyms]               [k] __folio_throttle_swaprate
     0.03%  progetto        [kernel.kallsyms]               [k] obj_cgroup_uncharge_pages
     0.03%  progetto        libc.so.6                       [.] __GI___pthread_enable_asynccancel
     0.03%  progetto        [kernel.kallsyms]               [k] pick_next_task_idle
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::getFreedOperand(llvm::CallBase const*, llvm::TargetLibraryInfo const*)
     0.03%  progetto        [kernel.kallsyms]               [k] alloc_pages_mpol
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e57e
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] do_swap
     0.03%  progetto        ld-linux-x86-64.so.2            [.] strcmp
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebc83
     0.03%  progetto        [kernel.kallsyms]               [k] plist_del
     0.03%  progetto        [kernel.kallsyms]               [k] fpregs_assert_state_consistent
     0.03%  progetto        [kernel.kallsyms]               [k] update_rq_clock
     0.03%  progetto        [kernel.kallsyms]               [k] xfd_validate_state
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::findAnalysisPass(void const*)
     0.03%  progetto        [kernel.kallsyms]               [k] perf_event_groups_next
