# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2534099589
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
# ........  ..............  ..............................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  progetto        [kernel.kallsyms]               [k] do_anonymous_page
     0.04%  progetto        [kernel.kallsyms]               [k] rmqueue
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0802
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe5d9
     0.04%  progetto        [kernel.kallsyms]               [k] ksys_lseek
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::AsmPrinter::emitFunctionHeader()
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012f90
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x000000000169b39a
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017174
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::LiveIntervalUnion::Array::init(llvm::RecyclingAllocator<llvm::BumpPtrAllocatorImpl<llvm::MallocAllocator, 4096ul, 4096ul, 128ul>, char, 192ul, 64ul>&, unsigned int)
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000558a43
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000051952
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000036cc3f
     0.04%  progetto        libc.so.6                       [.] __ctype_b_loc
     0.04%  progetto        [kernel.kallsyms]               [k] alloc_anon_folio
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000000e70590
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000019a72
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000d6eb2
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbe3
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012f88
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000beee2
     0.04%  progetto        [kernel.kallsyms]               [k] kmem_cache_alloc_node
     0.04%  progetto        [kernel.kallsyms]               [k] vmf_insert_pfn_prot
     0.04%  progetto        [kernel.kallsyms]               [k] seq_put_hex_ll
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_clear_freed
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000003509c
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003cfa
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::VirtRegAuxInfo::weightCalcHelper(llvm::LiveInterval&, llvm::SlotIndex*, llvm::SlotIndex*)
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::SelectionDAGBuilder::visitInsertValue(llvm::InsertValueInst const&)
     0.04%  progetto        [kernel.kallsyms]               [k] filemap_fault
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_wait_prev_fence
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_push_job
     0.04%  progetto        [kernel.kallsyms]               [k] perf_ctx_disable
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017e0a
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6d14
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] restore_fpregs_from_fpstate
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008bff64
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::PMDataManager::collectRequiredAndUsedAnalyses(llvm::SmallVectorImpl<llvm::Pass*>&, llvm::SmallVectorImpl<void const*>&, llvm::Pass*)
     0.04%  progetto        [kernel.kallsyms]               [k] __count_memcg_events
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003d2a
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5498
     0.04%  progetto        libc.so.6                       [.] pthread_testcancel@@GLIBC_2.34
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050644
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000663ac3
     0.04%  progetto        liballegro.so.5.2.9             [.] _al_bdestroy
     0.04%  progetto        [kernel.kallsyms]               [k] kmalloc_trace
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012f6e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bef78
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::RegPressureTracker::bumpUpwardPressure(llvm::MachineInstr const*)
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::TargetLoweringObjectFileELF::emitModuleMetadata(llvm::MCStreamer&, llvm::Module&) const
     0.03%  progetto        liballegro.so.5.2.9             [.] pthread_mutex_lock@plt
     0.03%  progetto        [kernel.kallsyms]               [k] tty_update_time
     0.03%  progetto        [kernel.kallsyms]               [k] unix_write_space
     0.03%  progetto        [kernel.kallsyms]               [k] __lookup_mnt
     0.03%  progetto        [kernel.kallsyms]               [k] file_ra_state_init
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000505c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c0164
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c0214
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c010
     0.03%  progetto        [kernel.kallsyms]               [k] __update_load_avg_cfs_rq
     0.03%  progetto        [kernel.kallsyms]               [k] __pte_offset_map_lock
     0.03%  progetto        [kernel.kallsyms]               [k] vma_interval_tree_insert
     0.03%  progetto        liballegro.so.5.2.9             [.] al_hold_bitmap_drawing
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x0000000000041b45
     0.03%  progetto        liballegro.so.5.2.9             [.] pthread_mutex_unlock@plt
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000001074761
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebc02
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000233280
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bb9c5
     0.03%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000040e5c
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::ARM::getArchSynonym(llvm::StringRef)
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3ee
     0.03%  progetto        [kernel.kallsyms]               [k] __hrtimer_init
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] futex_wake_mark
     0.03%  progetto        [vdso]                          [.] __vdso_clock_gettime
     0.03%  progetto        libLLVM-15.so.1                 [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const* std::__find_if<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, __gnu_cxx::__ops::_Iter_equals_val<llvm::StringRef const> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, __gnu_cxx::__ops::_Iter_equals_val<llvm::StringRef const>, std::random_access_iterator_tag)
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbeb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001319d4
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002977
     0.03%  progetto        [kernel.kallsyms]               [k] unix_destruct_scm
     0.03%  progetto        [kernel.kallsyms]               [k] __sys_recvfrom
     0.03%  progetto        progetto                        [.] __gnu_cxx::__normal_iterator<Shape*, std::vector<Shape, std::allocator<Shape> > >::operator*() const
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015e810
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __cond_resched
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::deallocate_buffer(void*, unsigned long, unsigned long)
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000000df22ef
     0.03%  progetto        [kernel.kallsyms]               [k] account_user_time
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000beebb
     0.03%  progetto        [kernel.kallsyms]               [k] trace_rss_stat
     0.03%  progetto        [kernel.kallsyms]               [k] drm_version
     0.03%  progetto        [kernel.kallsyms]               [k] rseq_update_cpu_node_id
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000014180
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022e9c0
     0.03%  progetto        [kernel.kallsyms]               [k] __mod_memcg_state
     0.03%  progetto        libc.so.6                       [.] _IO_file_read
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511e9
     0.03%  progetto        [kernel.kallsyms]               [k] __radix_tree_lookup
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090bb34
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfb30
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::SelectionDAG::DAGUpdateListener::NodeUpdated(llvm::SDNode*)
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050b50
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x0000000000005a3a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a80f
     0.03%  progetto        libc.so.6                       [.] __mpn_extract_double
     0.03%  progetto        [kernel.kallsyms]               [k] do_poll.constprop.0
     0.03%  progetto        [kernel.kallsyms]               [k] from_kgid_munged
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba709
     0.03%  progetto        libexpat.so.1.8.7               [.] 0x0000000000021e06
     0.03%  progetto        [kernel.kallsyms]               [k] walk_system_ram_range
     0.03%  progetto        libfreetype.so.6.18.1           [.] free@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030d0f9
     0.03%  progetto        [kernel.kallsyms]               [k] do_sys_poll
     0.03%  progetto        progetto                        [.] fgets@plt
     0.03%  progetto        [kernel.kallsyms]               [k] rw_verify_area
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000005064e
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003de0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cddc8
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMDataManager::removeNotPreservedAnalysis(llvm::Pass*)
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000172b38
     0.03%  progetto        [kernel.kallsyms]               [k] perf_ctx_enable
     0.03%  progetto        liballegro.so.5.2.9             [.] glXGetProcAddress@plt
     0.03%  progetto        [kernel.kallsyms]               [k] ___slab_alloc
     0.03%  progetto        [kernel.kallsyms]               [k] lookup_memtype
     0.03%  progetto        [kernel.kallsyms]               [k] cpu_util
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] perf_event_update_userpage
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c044b
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::LazyValueInfoWrapperPass::LazyValueInfoWrapperPass()
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b280
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051216
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050c00
     0.03%  progetto        [kernel.kallsyms]               [k] __do_sys_newfstatat
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __virt_addr_valid
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000153510
     0.03%  progetto        [kernel.kallsyms]               [k] seq_escape_mem
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b0ff4
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000035d49
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3bf0
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8310
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000bf98
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000303309
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a5c2
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_compat
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036c930
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009291fb
     0.03%  progetto        [kernel.kallsyms]               [k] __check_object_size
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cd920
     0.03%  progetto        [kernel.kallsyms]               [k] task_tick_mm_cid
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012fbd8
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044679
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005797f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154a8d
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000514b4
     0.03%  progetto        progetto                        [.] get_cpu_usage()
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d1d
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f20
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::schedulePass(llvm::Pass*)
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __update_load_avg_cfs_rq
     0.03%  progetto        [kernel.kallsyms]               [k] record_times
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6870
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d297b
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6ed8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ab23c
     0.03%  progetto        [kernel.kallsyms]               [k] _compound_head
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c3d3
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __queue_work.part.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017f730
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000911e83
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] FT_Get_Char_Index@plt
     0.03%  progetto        [kernel.kallsyms]               [k] bitmap_list_string.constprop.0
     0.03%  progetto        libc.so.6                       [.] __posix_memalign
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002342f9
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041c4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066da30
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0f5e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009125a3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2ba5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f46f0
     0.03%  progetto        [kernel.kallsyms]               [k] blkcg_maybe_throttle_current
     0.03%  progetto        [kernel.kallsyms]               [k] remove_wait_queue
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015deb4
     0.03%  progetto        [kernel.kallsyms]               [k] __cgroup_account_cputime
     0.03%  progetto        libOpenGL.so.0.0.0              [.] glColorPointer
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8369
     0.03%  progetto        libc.so.6                       [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ttm_lru_bulk_move_tail
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c2af
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f99b2
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x00000000000c341a
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e4d7
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000446d7
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x0000000000013080
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c54cb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022c224
     0.03%  progetto        [kernel.kallsyms]               [k] aa_file_perm
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000ba32c
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043c00
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cb95
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044506
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d08d3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edea
     0.03%  progetto        [kernel.kallsyms]               [k] __update_load_avg_se
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090f1a4
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] wake_up_q
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000037755e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000908734
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001525b3
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_circle
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000039f104
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000902680
     0.03%  progetto        libc.so.6                       [.] cfree@GLIBC_2.2.5
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6d1b
     0.03%  progetto        libc.so.6                       [.] __uflow
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c704a
     0.03%  progetto        libGLX.so.0.0.0                 [.] memcpy@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154edf
     0.03%  progetto        [kernel.kallsyms]               [k] kvfree
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc420
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac491
     0.03%  progetto        [kernel.kallsyms]               [k] hugetlb_report_usage
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a5c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015ed97
     0.03%  progetto        [kernel.kallsyms]               [k] do_select
     0.03%  progetto        [kernel.kallsyms]               [k] sock_recvmsg
     0.03%  progetto        libX11.so.6.4.0                 [.] XEventsQueued
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027890
     0.03%  progetto        libc.so.6                       [.] __select
     0.03%  progetto        [kernel.kallsyms]               [k] wait_for_unix_gc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001193c8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000231d20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f6b4d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000666f60
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029f9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c166
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] pick_next_task
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8060
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfa8d
     0.03%  progetto        [kernel.kallsyms]               [k] visit_groups_merge.constprop.0.isra.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b46e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030cf15
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_pass2
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] do_vfs_ioctl
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c643
     0.03%  progetto        [kernel.kallsyms]               [k] copy_iovec_from_user
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x000000000001a062
     0.03%  progetto        progetto                        [.] difftime@plt
     0.03%  progetto        libc.so.6                       [.] __printf_fp
     0.03%  progetto        [kernel.kallsyms]               [k] terminate_walk
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000908939
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002309cf
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000666e38
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003df0
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512a0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fbf46
     0.03%  progetto        [kernel.kallsyms]               [k] strchr
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003fc3
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] update_rt_rq_load_avg
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015322f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036cb5f
     0.03%  progetto        [kernel.kallsyms]               [k] task_seccomp
     0.03%  progetto        radeonsi_dri.so                 [.] memset@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230dd3
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_generation
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] hrtick_update
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030fc80
     0.03%  progetto        liballegro.so.5.2.9             [.] glDisableClientState@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000016267e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe233
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066a1f2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017e3db
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000891881
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000445f3
     0.03%  progetto        [kernel.kallsyms]               [k] __sys_recvmsg
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051170
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160ba0
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_newfstatat
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0602
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022ea28
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d18c8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b11c8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c35e
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044585
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cb303a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001519e9
     0.03%  progetto        [kernel.kallsyms]               [k] pid_revalidate
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f7f42
     0.03%  progetto        [kernel.kallsyms]               [k] proc_pid_permission
     0.03%  progetto        [kernel.kallsyms]               [k] get_nohz_timer_target
     0.03%  progetto        [kernel.kallsyms]               [k] profile_tick
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012d530
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012f9d8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066aef0
     0.03%  progetto        [kernel.kallsyms]               [k] mem_cgroup_handle_over_high
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d2972
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] glColorPointer@plt
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000040fd
     0.03%  progetto        [kernel.kallsyms]               [k] alloc_skb_with_frags
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c3e88
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000037132
     0.03%  progetto        [kernel.kallsyms]               [k] entry_SYSRETQ_unsafe_stack
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f260
     0.03%  progetto        libm.so.6                       [.] __sincosf_fma
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd54d1
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002c5b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd55eb
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000297b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015edf2
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000cd50
     0.03%  progetto        liballegro.so.5.2.9             [.] glColorPointer@plt
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a29
     0.03%  progetto        [kernel.kallsyms]               [k] security_socket_getpeersec_dgram
     0.03%  progetto        [kernel.kallsyms]               [k] __refill_stock
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015dfbf
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b4ea4
     0.03%  progetto        [kernel.kallsyms]               [k] mod_memcg_state
     0.03%  progetto        [kernel.kallsyms]               [k] dma_resv_iter_next
     0.03%  progetto        [kernel.kallsyms]               [k] futex_wake
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000901176
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000906952
     0.03%  progetto        [kernel.kallsyms]               [k] irq_work_tick
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x000000000001c980
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000029a7
     0.03%  progetto        [kernel.kallsyms]               [k] security_file_alloc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154cef
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c0a0
     0.03%  progetto        [kernel.kallsyms]               [k] pick_eevdf
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000906bc3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000130748
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b451
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000424d
     0.03%  progetto        liballegro.so.5.2.9             [.] glEnableClientState@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000911c99
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002ff4dd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000011bf10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ff084
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d15a0
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000446df
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000028ce80
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015d709
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b00
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ff19c
     0.03%  progetto        [kernel.kallsyms]               [k] simple_copy_to_iter
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000233164
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd50ad
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066b121
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1198
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012d400
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000363180
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036c9f7
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] psi_task_switch
     0.03%  progetto        [kernel.kallsyms]               [k] stat_open
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003d90
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x0000000000010de0
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000040f3
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051297
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] al_draw_tinted_bitmap_region@plt
     0.03%  progetto        [kernel.kallsyms]               [k] _raw_spin_trylock
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012e200
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000537c
