# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:P'
# Event count (approx.): 2534099589
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
# ........  ..............  ..............................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.06%  progetto        liballegro.so.5.2.9             [.] 0x00000000000c0190
     0.06%  progetto        [kernel.kallsyms]               [k] check_cpu_stall
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000234040
     0.06%  progetto        [kernel.kallsyms]               [k] generic_fillattr
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000036316c
     0.06%  progetto        [kernel.kallsyms]               [k] perf_iterate_sb
     0.06%  progetto        [kernel.kallsyms]               [k] local_clock
     0.06%  progetto        [kernel.kallsyms]               [k] __task_pid_nr_ns
     0.06%  progetto        [kernel.kallsyms]               [k] security_file_permission
     0.06%  progetto        [kernel.kallsyms]               [k] __import_iovec
     0.06%  progetto        [kernel.kallsyms]               [k] __virt_addr_valid
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_places_compat
     0.06%  progetto        [kernel.kallsyms]               [k] update_rq_clock
     0.06%  progetto        [kernel.kallsyms]               [k] single_open_size
     0.06%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f820
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000092c420
     0.06%  progetto        [kernel.kallsyms]               [k] getname
     0.06%  progetto        [kernel.kallsyms]               [k] _find_next_bit
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000368cc0
     0.06%  progetto        [kernel.kallsyms]               [k] __d_lookup_rcu
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] update_load_avg
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] __schedule
     0.06%  progetto        [kernel.kallsyms]               [k] find_next_iomem_res
     0.06%  progetto        [kernel.kallsyms]               [k] __get_user_nocheck_4
     0.06%  progetto        [kernel.kallsyms]               [k] handle_mm_fault
     0.06%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e76c
     0.06%  progetto        [kernel.kallsyms]               [k] nsec_to_clock_t
     0.06%  progetto        [kernel.kallsyms]               [k] kcpustat_cpu_fetch
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000000b6990
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_move_to_lru_tail
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000666be0
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000092d16d
     0.06%  progetto        [kernel.kallsyms]               [k] seq_read_iter
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000022ddb0
     0.06%  progetto        libc.so.6                       [.] __errno_location
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000060a757
     0.06%  progetto        libc.so.6                       [.] __close_nocancel
     0.06%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051219
     0.06%  progetto        [kernel.kallsyms]               [k] drain_obj_stock
     0.06%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005add0
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] srso_alias_untrain_ret
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000015eee0
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd47c
     0.06%  progetto        [kernel.kallsyms]               [k] hrtimer_start_range_ns
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000154fc0
     0.06%  progetto        libxcb.so.1.1.0                 [.] xcb_flush
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000302b60
     0.06%  progetto        libOpenGL.so.0.0.0              [.] glTexCoordPointer
     0.06%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80b0
     0.06%  progetto        [kernel.kallsyms]               [k] get_cpu_idle_time_us
     0.06%  progetto        [kernel.kallsyms]               [k] mas_mab_cp
     0.06%  progetto        libc.so.6                       [.] difftime
     0.06%  progetto        radeonsi_dri.so                 [.] memcpy@plt
     0.06%  progetto        libOpenGL.so.0.0.0              [.] glMatrixMode
     0.06%  progetto        [kernel.kallsyms]               [k] __f_unlock_pos
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0838
     0.06%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8224
     0.06%  progetto        liballegro.so.5.2.9             [.] _al_balloc
     0.06%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_rectangle
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] __rseq_handle_notify_resume
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000015d910
     0.05%  progetto        libc.so.6                       [.] __mpn_lshift
     0.05%  progetto        [kernel.kallsyms]               [k] futex_wait_setup
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001196b0
     0.05%  progetto        [kernel.kallsyms]               [k] hrtimer_nanosleep
     0.05%  progetto        [kernel.kallsyms]               [k] perf_adjust_freq_unthr_context
     0.05%  progetto        [kernel.kallsyms]               [k] __x64_sys_read
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005af56
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc100
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000016fe10
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000669ff0
     0.05%  progetto        [kernel.kallsyms]               [k] __scm_recv_common.constprop.0
     0.05%  progetto        [kernel.kallsyms]               [k] __x64_sys_openat
     0.05%  progetto        [kernel.kallsyms]               [k] note_gp_changes
     0.05%  progetto        libc.so.6                       [.] pthread_cond_signal@@GLIBC_2.3.2
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003775b0
     0.05%  progetto        libc.so.6                       [.] __vsnprintf_internal
     0.05%  progetto        [kernel.kallsyms]               [k] perf_pmu_nop_void
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001922a0
     0.05%  progetto        progetto                        [.] draw_square(float, float, float, ALLEGRO_COLOR)
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000655c04
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008fbed0
     0.05%  progetto        libglapi.so.0.0.0               [.] _glapi_get_dispatch
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008be310
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000666e10
     0.05%  progetto        [kernel.kallsyms]               [k] __put_user_8
     0.05%  progetto        [kernel.kallsyms]               [k] futex_wake_mark
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000667c10
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511c7
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000230b10
     0.05%  progetto        [kernel.kallsyms]               [k] put_pid
     0.05%  progetto        liballegro.so.5.2.9             [.] al_scale_transform
     0.05%  progetto        [kernel.kallsyms]               [k] get_partial_node.part.0
     0.05%  progetto        libc.so.6                       [.] _itoa_word
     0.05%  progetto        progetto                        [.] __isoc99_sscanf@plt
     0.05%  progetto        [kernel.kallsyms]               [k] security_inode_permission
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000376d00
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000012bc30
     0.05%  progetto        liballegro.so.5.2.9             [.] al_get_bitmap_format
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_get_pde_for_bo
     0.05%  progetto        [kernel.kallsyms]               [k] pid_delete_dentry
     0.05%  progetto        [kernel.kallsyms]               [k] mas_next_slot
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c00
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000012b2fd
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] kvfree
     0.05%  progetto        libc.so.6                       [.] strchr@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000c3446
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b420
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000665192
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005123b
     0.05%  progetto        [kernel.kallsyms]               [k] do_filp_open
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000090a439
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_add_fence
     0.05%  progetto        libc.so.6                       [.] _IO_file_underflow@@GLIBC_2.2.5
     0.05%  progetto        [kernel.kallsyms]               [k] sched_clock_noinstr
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000238f10
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] dma_resv_iter_first
     0.05%  progetto        [kernel.kallsyms]               [k] try_charge_memcg
     0.05%  progetto        [kernel.kallsyms]               [k] errseq_sample
     0.05%  progetto        [kernel.kallsyms]               [k] _raw_spin_lock_irqsave
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051178
     0.05%  progetto        progetto                        [.] get_context_switches()
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003cf910
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000233fe4
     0.05%  progetto        [kernel.kallsyms]               [k] aa_str_perms
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002991
     0.05%  progetto        libc.so.6                       [.] _IO_getline
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glDisableClientState
     0.05%  progetto        [kernel.kallsyms]               [k] pick_link
     0.05%  progetto        [kernel.kallsyms]               [k] dput
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] al_ustr_get_next@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000002353b0
     0.05%  progetto        [kernel.kallsyms]               [k] __wake_up
     0.05%  progetto        [kernel.kallsyms]               [k] apparmor_file_open
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000043e1
     0.05%  progetto        [kernel.kallsyms]               [k] arch_irq_stat_cpu
     0.05%  progetto        [kernel.kallsyms]               [k] xfd_validate_state
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e30
     0.05%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e4e9
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2b9d
     0.05%  progetto        liballegro.so.5.2.9             [.] al_flip_display
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092df6e
     0.05%  progetto        [kernel.kallsyms]               [k] event_sched_in
     0.05%  progetto        progetto                        [.] al_map_rgb@plt
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_gpu_offset
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000cb3100
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] ttm_bo_move_to_lru_tail
     0.05%  progetto        [kernel.kallsyms]               [k] aa_path_name
     0.05%  progetto        [kernel.kallsyms]               [k] obj_cgroup_uncharge_pages
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000030cec0
     0.05%  progetto        [kernel.kallsyms]               [k] put_prev_entity
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_getattr_nosec
     0.05%  progetto        liballegro.so.5.2.9             [.] _al_opengl_set_blender
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008b8e70
     0.05%  progetto        libX11.so.6.4.0                 [.] pthread_mutex_lock@plt
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003fdd
     0.05%  progetto        [kernel.kallsyms]               [k] task_mem
     0.05%  progetto        [kernel.kallsyms]               [k] sysvec_apic_timer_interrupt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000028d900
     0.05%  progetto        [kernel.kallsyms]               [k] apparmor_file_alloc_security
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80a9
     0.05%  progetto        [kernel.kallsyms]               [k] task_mm_cid_work
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003ddc
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000015fc40
     0.05%  progetto        libc.so.6                       [.] _IO_sputbackc
     0.05%  progetto        [kernel.kallsyms]               [k] alloc_fd
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] dequeue_entity
     0.05%  progetto        progetto                        [.] draw_priority(ALLEGRO_FONT*, float, float, int)
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] ttwu_queue_wakelist
     0.05%  progetto        [kernel.kallsyms]               [k] rseq_ip_fixup
     0.05%  progetto        liballegro.so.5.2.9             [.] al_map_rgb
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000b9580
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] FT_Get_Kerning@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000663d60
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004223
     0.05%  progetto        libc.so.6                       [.] _IO_default_uflow
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044644
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000017f840
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glBindTexture
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb0c8
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e40
     0.04%  progetto        [kernel.kallsyms]               [k] __perf_event_task_sched_out
     0.04%  progetto        [kernel.kallsyms]               [k] import_iovec
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000154b5a
     0.04%  progetto        [kernel.kallsyms]               [k] get_cpu_sleep_time_us.part.0
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] perf_ctx_sched_task_cb
     0.04%  progetto        libc.so.6                       [.] __sbrk
     0.04%  progetto        liballegro.so.5.2.9             [.] _al_bvcformata
     0.04%  progetto        liballegro.so.5.2.9             [.] glLoadMatrixf@plt
     0.04%  progetto        [kernel.kallsyms]               [k] try_grab_folio
     0.04%  progetto        [kernel.kallsyms]               [k] rcu_note_context_switch
     0.04%  progetto        [kernel.kallsyms]               [k] vfs_fstatat
     0.04%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f9e0
     0.04%  progetto        liballegro.so.5.2.9             [.] _al_vector_ref
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc4cf
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdd50
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait_queue
     0.04%  progetto        liballegro_primitives.so.5.2.9  [.] al_draw_filled_triangle
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] select_task_rq_fair
     0.04%  progetto        [kernel.kallsyms]               [k] perf_event_context_sched_out
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] futex_get_value_locked
     0.04%  progetto        [kernel.kallsyms]               [k] file_close_fd_locked
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] do_futex
     0.04%  progetto        [kernel.kallsyms]               [k] prepend
     0.04%  progetto:cs0    libdrm_amdgpu.so.1.0.0          [.] amdgpu_cs_submit_raw2
     0.04%  progetto:cs0    libdrm.so.2.4.0                 [.] drmCommandWriteRead
     0.04%  progetto        [kernel.kallsyms]               [k] iov_iter_init
     0.04%  progetto        [kernel.kallsyms]               [k] sched_clock_cpu
     0.04%  progetto        [kernel.kallsyms]               [k] alloc_empty_file
     0.04%  progetto        [kernel.kallsyms]               [k] pud_huge
     0.04%  progetto:cs0    libc.so.6                       [.] pthread_cond_signal@@GLIBC_2.3.2
     0.04%  progetto        [kernel.kallsyms]               [k] vfs_read
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000030febf
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000066deee
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_vram_mc2pa
     0.04%  progetto        [kernel.kallsyms]               [k] rb_next
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] mutex_lock
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] entry_SYSCALL_64
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017759
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee92
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf089
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e51f
     0.04%  progetto        libX11.so.6.4.0                 [.] _XVIDtoVisual
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000178fb
     0.04%  progetto        [kernel.kallsyms]               [k] __x64_sys_getpid
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf043
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e4fc
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf072
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e509
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000034627
     0.04%  progetto        [kernel.kallsyms]               [k] unix_stream_sendmsg
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf080
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x000000000004c2c2
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e788
     0.04%  progetto        [kernel.kallsyms]               [k] do_futex
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] xfd_validate_state
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017763
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e500
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_manager_usage
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e51c
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf08c
     0.04%  progetto        [kernel.kallsyms]               [k] irqentry_exit_to_user_mode
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e579
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee8d
     0.04%  progetto        [kernel.kallsyms]               [k] hook_file_open
     0.04%  progetto        [kernel.kallsyms]               [k] get_page_from_freelist
     0.04%  progetto        [kernel.kallsyms]               [k] __rseq_handle_notify_resume
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000069034
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ww_mutex_lock_interruptible
     0.04%  progetto        libGLX.so.0.0.0                 [.] glXGetFBConfigAttrib
     0.04%  progetto        libLLVM-15.so.1                 [.] bool llvm::containsIrreducibleCFG<llvm::BasicBlock const*, llvm::ReversePostOrderTraversal<llvm::Function const*, llvm::GraphTraits<llvm::Function const*> > const, llvm::LoopInfo const, llvm::GraphTraits<llvm::BasicBlock const*> >(llvm::ReversePostOrderTraversal<llvm::Function const*, llvm::GraphTraits<llvm::Function const*> > const&, llvm::LoopInfo const&)
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e4f8
     0.04%  progetto        [kernel.kallsyms]               [k] mem_cgroup_commit_charge
     0.04%  progetto        libX11.so.6.4.0                 [.] XGetVisualInfo
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::Attribute::getAttrKindFromName(llvm::StringRef)
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x000000000004459e
     0.04%  progetto        progetto                        [.] print_thread_info(unsigned long)
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002d6943f
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000069890
     0.04%  progetto        [kernel.kallsyms]               [k] security_socket_sendmsg
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000564bb2
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_bo_validate
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000663700
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000004eb3e1
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x00000000011186fc
     0.04%  progetto        [kernel.kallsyms]               [k] next_uptodate_folio
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000059ca0
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000908344
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000538970
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbf0
     0.04%  progetto        libX11.so.6.4.0                 [.] XStringToKeysym
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000694e7
     0.04%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000040950
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002e4f897
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::MachineInstr::hasOrderedMemoryRef() const
     0.04%  progetto        libX11.so.6.4.0                 [.] getc@plt
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e50c
     0.04%  progetto        [kernel.kallsyms]               [k] do_open
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] x64_sys_call
     0.04%  progetto        [kernel.kallsyms]               [k] ep_autoremove_wake_function
     0.04%  progetto        libelf-0.186.so                 [.] 0x00000000000065b0
     0.04%  progetto        libX11.so.6.4.0                 [.] _XFreeEventCookies
     0.04%  progetto        libLLVM-15.so.1                 [.] std::_Rb_tree<unsigned int, std::pair<unsigned int const, llvm::MCDwarfLineTable>, std::_Select1st<std::pair<unsigned int const, llvm::MCDwarfLineTable> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, llvm::MCDwarfLineTable> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned int const, llvm::MCDwarfLineTable> >*)
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_agp_addr
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002f8b31c
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbe0
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000039f100
     0.04%  progetto        [kernel.kallsyms]               [k] __mem_cgroup_charge
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x000000000154699f
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x000000000006b820
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017e54
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::SUnit::ComputeDepth()
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_lock_pd
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002e9e8bb
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e56f
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::TargetLoweringBase::TargetLoweringBase(llvm::TargetMachine const&)
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x00000000013f4da8
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000000e062e3
     0.04%  progetto        [kernel.kallsyms]               [k] copy_mc_enhanced_fast_string
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_ioctl
     0.04%  progetto        [kernel.kallsyms]               [k] proc_misc_d_revalidate
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002d686a3
     0.04%  progetto        ld-linux-x86-64.so.2            [.] _dl_runtime_resolve_xsavec
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017923
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::RegPressureTracker::bumpDownwardPressure(llvm::MachineInstr const*)
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000000e20921
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e55a
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] al_hold_bitmap_drawing@plt
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017486
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002d6cda6
     0.04%  progetto        [kernel.kallsyms]               [k] switch_fpu_return
     0.04%  progetto        libX11.so.6.4.0                 [.] XKeysymToString
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::RegisterOperands::collect(llvm::MachineInstr const&, llvm::TargetRegisterInfo const&, llvm::MachineRegisterInfo const&, bool, bool)
     0.04%  progetto        libc.so.6                       [.] __GI___pthread_disable_asynccancel
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e506
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002dbf541
     0.04%  progetto        liballegro.so.5.2.9             [.] al_ustr_free
     0.04%  progetto        [kernel.kallsyms]               [k] dequeue_task
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000345f7
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001c0bf56
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000018f9f4
     0.04%  progetto:sh0    [kernel.kallsyms]               [k] __mem_cgroup_charge
     0.04%  progetto:sh0    [kernel.kallsyms]               [k] __memset
     0.04%  progetto:sh0    [kernel.kallsyms]               [k] aa_dfa_match
     0.04%  progetto:sh0    [kernel.kallsyms]               [k] find_next_iomem_res
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001655adf
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] rcu_nocb_try_bypass
     0.04%  progetto        [kernel.kallsyms]               [k] smu_cmn_send_smc_msg_with_param
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_fence_time
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee8b
     0.04%  progetto        [kernel.kallsyms]               [k] filemap_map_pages
     0.04%  progetto        [kernel.kallsyms]               [k] __hrtimer_run_queues
     0.04%  progetto        libc.so.6                       [.] _int_malloc
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::findAnalysisUsage(llvm::Pass*)
     0.04%  progetto        libc.so.6                       [.] syscall
     0.04%  progetto        [kernel.kallsyms]               [k] delay_halt.part.0
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] dma_resv_iter_next
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000004fe4a0
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_sync_rings
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061ff2
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbf3
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_lock
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061fd2
     0.04%  progetto        [kernel.kallsyms]               [k] os_xsave
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::findAnalysisPass(void const*)
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000005b9c
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000019a86
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] try_to_wake_up
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x00000000020c1a05
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::StringMapImpl::RehashTable(unsigned int)
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008bf968
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001172b80
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x000000000001358b
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000002342e0
     0.04%  progetto        [kernel.kallsyms]               [k] __rmqueue_pcplist
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002c56
     0.04%  progetto        libc.so.6                       [.] re_compile_internal
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_list_create
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017b7b
     0.04%  progetto        [kernel.kallsyms]               [k] core_sys_select
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] kick_pool
