# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:P'
# Event count (approx.): 2617849324
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                 
# ........  ..............  ..............................  .......................................................................................................................................................................................................................................................................
#
     0.06%  progetto        [kernel.kallsyms]               [k] syscall_exit_to_user_mode_prepare
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_obj_locked
     0.06%  progetto        [kernel.kallsyms]               [k] obj_cgroup_uncharge
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] dequeue_task_fair
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0514
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] radix_tree_lookup
     0.06%  progetto        [kernel.kallsyms]               [k] __import_iovec
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] entry_SYSCALL_64
     0.06%  progetto        libLLVM-15.so.1                 [.] llvm::StringMapImpl::LookupBucketFor(llvm::StringRef)
     0.06%  progetto        [kernel.kallsyms]               [k] sock_recvmsg
     0.06%  progetto        libLLVM-15.so.1                 [.] llvm::MachineRegisterInfo::isPhysRegUsed(llvm::MCRegister, bool) const
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] drm_exec_init
     0.06%  progetto        [kernel.kallsyms]               [k] copy_from_kernel_nofault
     0.06%  progetto        [kernel.kallsyms]               [k] perf_pmu_nop_void
     0.06%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000043c00
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] __get_user_8
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] pick_next_task
     0.06%  progetto        libc.so.6                       [.] __strlen_avx2
     0.06%  progetto        [kernel.kallsyms]               [k] update_curr_rt
     0.06%  progetto        [kernel.kallsyms]               [k] aa_file_perm
     0.06%  progetto        radeonsi_dri.so                 [.] 0x0000000000908b23
     0.06%  progetto        [kernel.kallsyms]               [k] native_sched_clock
     0.06%  progetto        [kernel.kallsyms]               [k] __lruvec_stat_mod_folio
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait_queue
     0.06%  progetto        [kernel.kallsyms]               [k] _raw_spin_trylock
     0.06%  progetto        radeonsi_dri.so                 [.] memcpy@plt
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] dequeue_entity
     0.06%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000035d49
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] wake_affine
     0.06%  progetto        libOpenGL.so.0.0.0              [.] glDrawArrays
     0.06%  progetto        [kernel.kallsyms]               [k] __d_lookup_rcu
     0.06%  progetto        libc.so.6                       [.] pthread_once@GLIBC_2.2.5
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000000bccb0
     0.06%  progetto        [kernel.kallsyms]               [k] futex_wake_mark
     0.06%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_sync_rings
     0.06%  progetto        [kernel.kallsyms]               [k] sched_clock_noinstr
     0.06%  progetto        [kernel.kallsyms]               [k] update_curr_common
     0.06%  progetto        radeonsi_dri.so                 [.] 0x000000000022ddb0
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000008b1484
     0.06%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2b9d
     0.06%  progetto        ld-linux-x86-64.so.2            [.] _dl_runtime_resolve_xsavec
     0.06%  progetto        [kernel.kallsyms]               [k] bitmap_string.constprop.0
     0.06%  progetto        [kernel.kallsyms]               [k] __hrtimer_init
     0.06%  progetto        [kernel.kallsyms]               [k] __put_user_8
     0.06%  progetto        libfreetype.so.6.18.1           [.] FT_MulFix
     0.06%  progetto        libglapi.so.0.0.0               [.] 0x0000000000010de0
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051182
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] gup_pgd_range
     0.05%  progetto        [kernel.kallsyms]               [k] __kmalloc_node
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000002342a0
     0.05%  progetto        libxcb.so.1.1.0                 [.] pthread_mutex_lock@plt
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x000000000001b420
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_can_queue
     0.05%  progetto        libglapi.so.0.0.0               [.] _glapi_set_dispatch
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glViewport
     0.05%  progetto        [kernel.kallsyms]               [k] mas_next_slot
     0.05%  progetto        liballegro_font.so.5.2.9        [.] al_draw_ustr
     0.05%  progetto:sh0    [kernel.kallsyms]               [k] syscall_exit_to_user_mode
     0.05%  progetto:sh0    libc.so.6                       [.] _int_free
     0.05%  progetto        [kernel.kallsyms]               [k] security_current_getlsmblob_subj
     0.05%  progetto        [kernel.kallsyms]               [k] _find_next_and_bit
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001681f0
     0.05%  progetto        [kernel.kallsyms]               [k] get_unused_fd_flags
     0.05%  progetto        [kernel.kallsyms]               [k] path_get
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e40
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051219
     0.05%  progetto        libgcc_s.so.1                   [.] __popcountdi2
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_writev
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000066dd58
     0.05%  progetto        libc.so.6                       [.] __mpn_divrem
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000012b890
     0.05%  progetto        liballegro.so.5.2.9             [.] _al_pixel_format_is_compressed
     0.05%  progetto        liballegro_font.so.5.2.9        [.] al_get_glyph_advance
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] futex_wake
     0.05%  progetto        liballegro.so.5.2.9             [.] al_get_current_transform
     0.05%  progetto        [kernel.kallsyms]               [k] blkcg_maybe_throttle_current
     0.05%  progetto        [kernel.kallsyms]               [k] __memmove
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003cf9e0
     0.05%  progetto        libglapi.so.0.0.0               [.] 0x000000000000eb20
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000151dcc
     0.05%  progetto        libc.so.6                       [.] _IO_un_link
     0.05%  progetto        libX11.so.6.4.0                 [.] pthread_mutex_lock@plt
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd51a0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000016fa20
     0.05%  progetto        progetto                        [.] bool __gnu_cxx::operator!=<Shape*, std::vector<Shape, std::allocator<Shape> > >(__gnu_cxx::__normal_iterator<Shape*, std::vector<Shape, std::allocator<Shape> > > const&, __gnu_cxx::__normal_iterator<Shape*, std::vector<Shape, std::allocator<Shape> > > const&)
     0.05%  progetto        libc.so.6                       [.] __GI___fstatat64
     0.05%  progetto        libc.so.6                       [.] _itoa_word
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_fstat
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003d26b0
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_parser_fini
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_move_to_lru_tail
     0.05%  progetto:cs0    radeonsi_dri.so                 [.] 0x0000000000928520
     0.05%  progetto        [kernel.kallsyms]               [k] get_futex_key
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_patch_ibs
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glEnableClientState
     0.05%  progetto        [kernel.kallsyms]               [k] __slab_free
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000015d644
     0.05%  progetto        libxshmfence.so.1.0.0           [.] xshmfence_reset
     0.05%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f9e0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000022c6f0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000039f100
     0.05%  progetto        [kernel.kallsyms]               [k] __update_load_avg_cfs_rq
     0.05%  progetto        [kernel.kallsyms]               [k] plist_add
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000022df50
     0.05%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000509fb
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000b9cd9
     0.05%  progetto        liballegro_primitives.so.5.2.9  [.] 0x000000000000c640
     0.05%  progetto        [kernel.kallsyms]               [k] unix_write_space
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008baca1
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008ff060
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008c1da0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000362e88
     0.05%  progetto        [kernel.kallsyms]               [k] mas_wr_walk
     0.05%  progetto        libc.so.6                       [.] sem_post@GLIBC_2.2.5
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092c423
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000028cebe
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008f5898
     0.05%  progetto        [kernel.kallsyms]               [k] strlen
     0.05%  progetto:cs0    [kernel.kallsyms]               [k] ttm_lru_bulk_move_tail
     0.05%  progetto        [kernel.kallsyms]               [k] rb_insert_color
     0.05%  progetto        [kernel.kallsyms]               [k] do_sys_openat2
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7ed0
     0.05%  progetto        [kernel.kallsyms]               [k] strncpy_from_user
     0.05%  progetto        [kernel.kallsyms]               [k] futex_wake
     0.05%  progetto        [kernel.kallsyms]               [k] check_cfs_rq_runtime
     0.05%  progetto        [kernel.kallsyms]               [k] refill_stock
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092dedb
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3a0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000012cb40
     0.05%  progetto        liballegro.so.5.2.9             [.] _al_opengl_set_blender
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000022e9c0
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000305200
     0.05%  progetto        [kernel.kallsyms]               [k] task_dump_owner
     0.05%  progetto        [kernel.kallsyms]               [k] pud_huge
     0.05%  progetto        [kernel.kallsyms]               [k] skb_release_data
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000664fc2
     0.05%  progetto        [kernel.kallsyms]               [k] from_kuid_munged
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000302f90
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd527d
     0.05%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051170
     0.05%  progetto        [kernel.kallsyms]               [k] proc_reg_open
     0.05%  progetto        [kernel.kallsyms]               [k] vfs_fstatat
     0.05%  progetto        liballegro.so.5.2.9             [.] al_translate_transform
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb0c8
     0.05%  progetto        [kernel.kallsyms]               [k] open_last_lookups
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6de4
     0.05%  progetto        [kernel.kallsyms]               [k] aa_str_perms
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044998
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001550f7
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000003713b0
     0.05%  progetto        [kernel.kallsyms]               [k] perf_event_update_userpage
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000000c3446
     0.05%  progetto        [kernel.kallsyms]               [k] do_filp_open
     0.05%  progetto        [kernel.kallsyms]               [k] __wake_up_sync_key
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000926f20
     0.05%  progetto        radeonsi_dri.so                 [.] 0x0000000000911b7b
     0.05%  progetto        libGLX.so.0.0.0                 [.] glXSwapBuffers
     0.05%  progetto        [kernel.kallsyms]               [k] __x64_sys_close
     0.05%  progetto        [kernel.kallsyms]               [k] security_file_permission
     0.05%  progetto        liballegro_primitives.so.5.2.9  [.] al_calculate_arc
     0.05%  progetto        libc.so.6                       [.] __vsnprintf_chk
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] al_ustr_get_next@plt
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004065
     0.05%  progetto        [kernel.kallsyms]               [k] __skb_datagram_iter
     0.05%  progetto        [kernel.kallsyms]               [k] __fdget
     0.05%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6d3a
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000060b3ff
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000090ef40
     0.05%  progetto        [kernel.kallsyms]               [k] skb_copy_datagram_from_iter
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000001307a4
     0.05%  progetto        [kernel.kallsyms]               [k] do_sys_poll
     0.05%  progetto        [kernel.kallsyms]               [k] path_init
     0.05%  progetto        [kernel.kallsyms]               [k] sock_wfree
     0.05%  progetto        radeonsi_dri.so                 [.] 0x000000000015df8d
     0.05%  progetto        [kernel.kallsyms]               [k] copy_from_kernel_nofault_allowed
     0.05%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0838
     0.05%  progetto        libOpenGL.so.0.0.0              [.] glBindTexture
     0.05%  progetto        [kernel.kallsyms]               [k] native_write_msr
     0.05%  progetto        libc.so.6                       [.] sem_wait@@GLIBC_2.34
     0.05%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f820
     0.05%  progetto        libc.so.6                       [.] _IO_default_uflow
     0.05%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000042f0
     0.05%  progetto        liballegro.so.5.2.9             [.] al_set_errno
     0.04%  progetto        [kernel.kallsyms]               [k] proc_single_open
     0.04%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002a33
     0.04%  progetto        [kernel.kallsyms]               [k] task_tick_mm_cid
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __queue_work.part.0
     0.04%  progetto        [kernel.kallsyms]               [k] cyc2ns_read_begin
     0.04%  progetto        libOpenGL.so.0.0.0              [.] glMatrixMode
     0.04%  progetto        [kernel.kallsyms]               [k] select_task_rq_fair
     0.04%  progetto        [kernel.kallsyms]               [k] rw_verify_area
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e77b
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000362960
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000303ac8
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000030d0f9
     0.04%  progetto        [kernel.kallsyms]               [k] common_perm_cond
     0.04%  progetto        [kernel.kallsyms]               [k] skb_free_head
     0.04%  progetto        [kernel.kallsyms]               [k] decay_load
     0.04%  progetto        libc.so.6                       [.] __fstat64
     0.04%  progetto        [kernel.kallsyms]               [k] call_function_single_prep_ipi
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] is_vmalloc_addr
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x000000000000d5c7
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000013587
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_sync_get_fence
     0.04%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f860
     0.04%  progetto        liballegro.so.5.2.9             [.] al_hold_bitmap_drawing
     0.04%  progetto        [kernel.kallsyms]               [k] put_cpu_partial
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] dma_resv_add_fence
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] switch_fpu_return
     0.04%  progetto        libOpenGL.so.0.0.0              [.] glVertexPointer
     0.04%  progetto        [kernel.kallsyms]               [k] security_file_alloc
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051205
     0.04%  progetto        [kernel.kallsyms]               [k] vfs_getattr_nosec
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000092c705
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000008d0676
     0.04%  progetto        [kernel.kallsyms]               [k] skb_set_owner_w
     0.04%  progetto        [kernel.kallsyms]               [k] aa_unix_msg_perm
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6a70
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] mutex_spin_on_owner
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] perf_event_idx_default
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e774
     0.04%  progetto        [kernel.kallsyms]               [k] vfs_open
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e6e4
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000b9580
     0.04%  progetto        [kernel.kallsyms]               [k] pte_offset_map_nolock
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] entry_SYSCALL_64_after_hwframe
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __schedule
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __smp_call_single_queue
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_places_compat
     0.04%  progetto:cs0    libc.so.6                       [.] pthread_cond_wait@@GLIBC_2.3.2
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fba
     0.04%  progetto        [kernel.kallsyms]               [k] device_show
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd498
     0.04%  progetto        [kernel.kallsyms]               [k] from_kgid_munged
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_add_fence
     0.04%  progetto        libgcc_s.so.1                   [.] __cpu_indicator_init
     0.04%  progetto        [kernel.kallsyms]               [k] entry_SYSRETQ_unsafe_stack
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e65c4
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000035082
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf080
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000015f310
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] drm_ioctl
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_compat
     0.04%  progetto        libc.so.6                       [.] re_search_internal
     0.04%  progetto        [kernel.kallsyms]               [k] skb_copy_datagram_iter
     0.04%  progetto        [kernel.kallsyms]               [k] irqentry_exit_to_user_mode
     0.04%  progetto        [kernel.kallsyms]               [k] __count_memcg_events
     0.04%  progetto        [kernel.kallsyms]               [k] __mem_cgroup_charge
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee88
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e55a
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf089
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e506
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee1a
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e4fc
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e51f
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bf06d
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x00000000000348c8
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000059c87
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000062227
     0.04%  progetto        libX11.so.6.4.0                 [.] XStringToKeysym
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000178c5
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061f98
     0.04%  progetto        libX11.so.6.4.0                 [.] _Xlcmbstowcs
     0.04%  progetto        libX11.so.6.4.0                 [.] strstr@plt
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __calc_delta.constprop.0
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x00000000000698a6
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061f77
     0.04%  progetto        libc.so.6                       [.] _IO_file_underflow@@GLIBC_2.2.5
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061fdc
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x00000000000bc721
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bef7b
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] check_stack_object
     0.04%  progetto        [kernel.kallsyms]               [k] copy_page
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061f8f
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000034597
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000017f840
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000bee38
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061f89
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512c0
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_fence_time
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x0000000000061fe7
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e775
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] perf_ibs_add
     0.04%  progetto        [kernel.kallsyms]               [k] should_failslab.constprop.0
     0.04%  progetto        ld-linux-x86-64.so.2            [.] _dl_allocate_tls
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x00000000000177b5
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000005acb5f
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000005661fa
     0.04%  progetto        [kernel.kallsyms]               [k] __check_object_size.part.0
     0.04%  progetto        [kernel.kallsyms]               [k] mas_leaf_max_gap
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012fb0
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e6d1
     0.04%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000c518
     0.04%  progetto        radeonsi_dri.so                 [.] 0x000000000012b30a
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000017294
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_job_alloc
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] ttm_bo_move_to_lru_tail
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000117a28
     0.04%  progetto        ld-linux-x86-64.so.2            [.] _dl_setup_hash
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::MCStreamer::switchSection(llvm::MCSection*, llvm::MCExpr const*)
     0.04%  progetto        libGLX.so.0.0.0                 [.] glXGetFBConfigAttrib
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000021e1a
     0.04%  progetto        [kernel.kallsyms]               [k] __x64_sys_recvmsg
     0.04%  progetto        libc.so.6                       [.] _IO_no_init
     0.04%  progetto        [kernel.kallsyms]               [k] next_uptodate_folio
     0.04%  progetto        libX11.so.6.4.0                 [.] 0x00000000000620a3
     0.04%  progetto        ld-linux-x86-64.so.2            [.] fillin_rpath.isra.0
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::LivePhysRegs::available(llvm::MachineRegisterInfo const&, unsigned short) const
     0.04%  progetto        [kernel.kallsyms]               [k] get_task_mm
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __dma_fence_enable_signaling
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_bo_create_list_entry_array
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017827
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000225c9
     0.04%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017759
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_lock
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] to_drm_sched_fence
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __update_idle_core
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ib_get
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] kvfree
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] select_idle_sibling
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002dee679
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait_setup
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000134b6
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::GenericScheduler::tryCandidate(llvm::GenericSchedulerBase::SchedCandidate&, llvm::GenericSchedulerBase::SchedCandidate&, llvm::SchedBoundary*) const
     0.04%  progetto        [kernel.kallsyms]               [k] wake_affine
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092f39b
     0.04%  progetto        [kernel.kallsyms]               [k] amdgpu_bo_move
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000012fb4
     0.04%  progetto        libGLX_mesa.so.0.0.0            [.] 0x000000000002e514
     0.04%  progetto        radeonsi_dri.so                 [.] 0x00000000000c75af
     0.04%  progetto        [kernel.kallsyms]               [k] amdgpu_vm_update_range
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x0000000000006360
     0.04%  progetto        [kernel.kallsyms]               [k] free_unref_page_list
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002cabec6
     0.04%  progetto        [kernel.kallsyms]               [k] update_rt_rq_load_avg
     0.04%  progetto        radeonsi_dri.so                 [.] llvm::createAlwaysInlinerLegacyPass(bool)@plt
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000002eebbf3
     0.04%  progetto        [kernel.kallsyms]               [k] consume_stock
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000655960
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] __check_heap_object
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] check_cpu_stall
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] rcu_nocb_try_bypass
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001429a30
     0.04%  progetto        [kernel.kallsyms]               [k] do_anonymous_page
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_ctx_get
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_vm_set_task_info
     0.04%  progetto:cs0    libdrm.so.2.4.0                 [.] drmCommandWriteRead
     0.04%  progetto        libelf-0.186.so                 [.] 0x00000000000065a4
     0.04%  progetto        radeonsi_dri.so                 [.] 0x0000000000862b2f
     0.04%  progetto        libc.so.6                       [.] __strcmp_avx2
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000134c2
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::raw_svector_ostream::write_impl(char const*, unsigned long)
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092cc13
     0.04%  progetto        [kernel.kallsyms]               [k] folio_add_lru_vma
     0.04%  progetto        [kernel.kallsyms]               [k] aa_audit_file
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] perf_adjust_freq_unthr_context
     0.04%  progetto:cs0    [kernel.kallsyms]               [k] put_prev_entity
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001047211
     0.04%  progetto        libc.so.6                       [.] __strnlen_avx2
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x0000000001265a16
     0.04%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092c2d1
     0.04%  progetto        libexpat.so.1.8.7               [.] 0x00000000000134b3
     0.04%  progetto        libLLVM-15.so.1                 [.] 0x00000000015ef372
     0.04%  progetto        [kernel.kallsyms]               [k] apparmor_capable
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051370
     0.04%  progetto        libfreetype.so.6.18.1           [.] 0x000000000006076c
     0.04%  progetto        [kernel.kallsyms]               [k] build_open_flags
     0.04%  progetto        liballegro.so.5.2.9             [.] 0x000000000004454e
