# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:P'
# Event count (approx.): 2617849324
#
# Overhead  Command         Shared Object                   Symbol                                                                                                                                                                                                                                                                 
# ........  ..............  ..............................  .......................................................................................................................................................................................................................................................................
#
     0.04%  progetto        libglapi.so.0.0.0               [.] 0x000000000001a576
     0.04%  progetto        libxcb.so.1.1.0                 [.] xcb_poll_for_reply64
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::PMStack::push(llvm::PMDataManager*)
     0.04%  progetto        libLLVM-15.so.1                 [.] llvm::SmallVectorBase<unsigned int>::mallocForGrow(unsigned long, unsigned long, unsigned long&)
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015fc40
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_error
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002fd002b
     0.03%  progetto        [kernel.kallsyms]               [k] page_counter_try_charge
     0.03%  progetto        [kernel.kallsyms]               [k] mem_cgroup_commit_charge
     0.03%  progetto        [kernel.kallsyms]               [k] memtype_lookup
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ab22c
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000000f342f4
     0.03%  progetto        libc.so.6                       [.] __memchr_avx2
     0.03%  progetto        [kernel.kallsyms]               [k] kmalloc_trace
     0.03%  progetto        [kernel.kallsyms]               [k] our_mnt
     0.03%  progetto        [kernel.kallsyms]               [k] __d_lookup_unhash
     0.03%  progetto        [kernel.kallsyms]               [k] access_error
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd8b3e
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000669ce9
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e80bc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000167304
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __check_object_size
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000028cb43
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] arch_perf_update_userpage
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] drm_sched_entity_select_rq
     0.03%  progetto        libGLX.so.0.0.0                 [.] glXGetProcAddress
     0.03%  progetto        [kernel.kallsyms]               [k] drm_vma_node_is_allowed
     0.03%  progetto        [kernel.kallsyms]               [k] native_queued_spin_lock_slowpath
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027214
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000160b2b
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::findAnalysisUsage(llvm::Pass*)
     0.03%  progetto        [kernel.kallsyms]               [k] lock_vma_under_rcu
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] syscall@plt
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::Instruction::isIdenticalToWhenDefined(llvm::Instruction const*) const
     0.03%  progetto        liballegro.so.5.2.9             [.] al_free_with_context
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000002daba70
     0.03%  progetto:sh0    [kernel.kallsyms]               [k] mas_nomem
     0.03%  progetto        [kernel.kallsyms]               [k] enqueue_top_rt_rq
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000907405
     0.03%  progetto        libLLVM-15.so.1                 [.] operator new(unsigned long)@plt
     0.03%  progetto        [kernel.kallsyms]               [k] asm_exc_page_fault
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000001fb0a30
     0.03%  progetto        libX11.so.6.4.0                 [.] _XlcCreateLocaleDataBase
     0.03%  progetto        [kernel.kallsyms]               [k] sched_clock
     0.03%  progetto        [kernel.kallsyms]               [k] sync_regs
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e504
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230f4a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003f6eb0
     0.03%  progetto        libc.so.6                       [.] __printf_fp
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cd988
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x00000000016a6ba3
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __pte_offset_map
     0.03%  progetto        [kernel.kallsyms]               [k] do_nanosleep
     0.03%  progetto        [kernel.kallsyms]               [k] hrtimer_wakeup
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::RegPressureTracker::bumpDownwardPressure(llvm::MachineInstr const*)
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000002964
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x000000000118bc20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002309c2
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x00000000014184b0
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511d1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000c957f
     0.03%  progetto        [kernel.kallsyms]               [k] __x64_sys_newfstatat
     0.03%  progetto        libGLdispatch.so.0.0.0          [.] 0x00000000000408f0
     0.03%  progetto        libc.so.6                       [.] __libc_recvmsg
     0.03%  progetto        [kernel.kallsyms]               [k] schedule_hrtimeout_range_clock
     0.03%  progetto        liballegro.so.5.2.9             [.] al_get_opengl_version
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::TypeBasedAAWrapperPass::doInitialization(llvm::Module&)
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090ac8e
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::CCState::MarkAllocated(unsigned short)
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] _raw_spin_unlock
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_sync_push_to_job
     0.03%  progetto        [kernel.kallsyms]               [k] unix_stream_sendmsg
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022ddb4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000362b88
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ww_mutex_unlock
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cddce
     0.03%  progetto        liballegro.so.5.2.9             [.] al_clear_to_color
     0.03%  progetto        progetto                        [.] move_shape(void*)
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::SUnit::setHeightDirty()
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000907ba3
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __perf_event_task_sched_in
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_report_moved_bytes
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_gmc_get_pde_for_bo
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] do_futex
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] futex_wait
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] wake_up_q
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000167ab0
     0.03%  progetto        libc.so.6                       [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090a430
     0.03%  progetto        libGLX.so.0.0.0                 [.] 0x0000000000017763
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_cs_p2_ib.isra.0
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] ttm_resource_manager_usage
     0.03%  progetto        liballegro.so.5.2.9             [.] glViewport@plt
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::SpillPlacement::runOnMachineFunction(llvm::MachineFunction&)
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066f5a3
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fbc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000901207
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001803a0
     0.03%  progetto        libc.so.6                       [.] _IO_unsave_markers
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c01a0
     0.03%  progetto        liballegro.so.5.2.9             [.] glXSwapBuffers@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008cf4bf
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fb0fc
     0.03%  progetto        [kernel.kallsyms]               [k] default_send_IPI_single_phys
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dc7879
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000023ef00
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd4e56
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090701c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c524
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003dde
     0.03%  progetto        [kernel.kallsyms]               [k] __x86_indirect_thunk_rdx
     0.03%  progetto        [kernel.kallsyms]               [k] get_mem_cgroup_from_mm
     0.03%  progetto        [kernel.kallsyms]               [k] next_expiry_recalc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001519ec
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c6043
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ba72e
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004235
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030ffb2
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000cb10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022de0a
     0.03%  progetto        [kernel.kallsyms]               [k] do_open
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdcfd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bf8f5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090eac1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002334a0
     0.03%  progetto        [kernel.kallsyms]               [k] perf_ibs_stop
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e67ff
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bb9c2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009133c4
     0.03%  progetto        [kernel.kallsyms]               [k] hrtimer_update_next_event
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3c64
     0.03%  progetto        [kernel.kallsyms]               [k] wp_page_copy
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3f1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009000fc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000c71a8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066a180
     0.03%  progetto        liballegro.so.5.2.9             [.] glDisableClientState@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000ca725d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000151d82
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd474
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d142
     0.03%  progetto        [kernel.kallsyms]               [k] do_select
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b2f0
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::LiveRange::find(llvm::SlotIndex)
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x0000000001074795
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c42c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030cf04
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x0000000000027895
     0.03%  progetto        [kernel.kallsyms]               [k] __virt_addr_valid
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512a4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000c9512
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] gup_pte_range
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] kmem_cache_alloc
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092e52d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c120
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3cd0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090ba90
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000376dc8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030338f
     0.03%  progetto        [kernel.kallsyms]               [k] kmalloc_size_roundup
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] kick_pool
     0.03%  progetto        [kernel.kallsyms]               [k] gup_pgd_range
     0.03%  progetto        [kernel.kallsyms]               [k] rcu_note_context_switch
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000911c99
     0.03%  progetto        radeonsi_dri.so                 [.] _glapi_set_dispatch@plt
     0.03%  progetto        [kernel.kallsyms]               [k] ttm_bo_move_to_lru_tail
     0.03%  progetto        [kernel.kallsyms]               [k] timerqueue_del
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090aa21
     0.03%  progetto        [kernel.kallsyms]               [k] apparmor_file_free_security
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] restore_fpregs_from_fpstate
     0.03%  progetto        libc.so.6                       [.] free@plt
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c1da3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000906b20
     0.03%  progetto        [kernel.kallsyms]               [k] do_poll.constprop.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230c7d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac86d
     0.03%  progetto        [kernel.kallsyms]               [k] available_idle_cpu
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cdce0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d1d
     0.03%  progetto        [kernel.kallsyms]               [k] mas_next_node
     0.03%  progetto        [kernel.kallsyms]               [k] finish_task_switch.isra.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036c930
     0.03%  progetto        [kernel.kallsyms]               [k] perf_ctx_disable
     0.03%  progetto        [kernel.kallsyms]               [k] path_openat
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fdf3f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030cecb
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066deee
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003030e0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012c0e1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd415
     0.03%  progetto        [kernel.kallsyms]               [k] __kmalloc_node_track_caller
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000514f9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015d647
     0.03%  progetto:cs0    libc.so.6                       [.] pthread_cond_signal@@GLIBC_2.3.2
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f900c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a6fc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ac480
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bb9c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012cc8a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000bc47d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0f20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d175b
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b4f44
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066f850
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b85cf
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090f742
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c407
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230c10
     0.03%  progetto        libLLVM-15.so.1                 [.] 0x000000000142ec90
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000130a50
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001714e4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230e90
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230d42
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000030fa83
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x000000000005118c
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000036f92
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x00000000000041d6
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000151e2c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009068e0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000167b10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302ce0
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x000000000004449a
     0.03%  progetto        [kernel.kallsyms]               [k] security_socket_sendmsg
     0.03%  progetto        libLLVM-15.so.1                 [.] std::vector<llvm::MachineInstr*, std::allocator<llvm::MachineInstr*> >::_M_fill_assign(unsigned long, llvm::MachineInstr* const&)
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000050768
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036a7c5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c83
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x0000000000044682
     0.03%  progetto        [kernel.kallsyms]               [k] collect_sigign_sigcatch.constprop.0
     0.03%  progetto        [kernel.kallsyms]               [k] __mod_memcg_state
     0.03%  progetto        libGLX_mesa.so.0.0.0            [.] 0x0000000000057210
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000906b24
     0.03%  progetto        [kernel.kallsyms]               [k] task_mm_cid_work
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090e5e6
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d3c8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000151e8a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000666dde
     0.03%  progetto        [kernel.kallsyms]               [k] sockfd_lookup_light
     0.03%  progetto        libX11.so.6.4.0                 [.] 0x000000000004697a
     0.03%  progetto        [kernel.kallsyms]               [k] timekeeping_advance
     0.03%  progetto        [kernel.kallsyms]               [k] ___sys_recvmsg
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000512d8
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x000000000000401a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092b7b0
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] folio_fast_pin_allowed
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x000000000000ec80
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fa0e4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000154d20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001525a0
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051229
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d160
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302d80
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000666fcd
     0.03%  progetto        radeonsi_dri.so                 [.] memcmp@plt
     0.03%  progetto        liballegro_primitives.so.5.2.9  [.] _al_draw_prim_opengl
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000906c46
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] amdgpu_sync_entry_free
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000000b9fc4
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000231ee0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008f6b50
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000663760
     0.03%  progetto        [kernel.kallsyms]               [k] is_vmalloc_addr
     0.03%  progetto        progetto                        [.] draw_square(float, float, float, ALLEGRO_COLOR)
     0.03%  progetto        libc.so.6                       [.] _IO_sputbackc
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008ffd19
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000151a03
     0.03%  progetto        [kernel.kallsyms]               [k] native_send_call_func_single_ipi
     0.03%  progetto        [kernel.kallsyms]               [k] event_sched_in
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000cabc84
     0.03%  progetto        [kernel.kallsyms]               [k] try_module_get
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7fa1
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000233160
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd49a
     0.03%  progetto        [kernel.kallsyms]               [k] try_charge_memcg
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008c0350
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fbed0
     0.03%  progetto        [kernel.kallsyms]               [k] proc_reg_read_iter
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000448d8
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8141
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012faf5
     0.03%  progetto        liballegro.so.5.2.9             [.] al_get_current_projection_transform
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000230fc0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fe050
     0.03%  progetto        [kernel.kallsyms]               [k] pull_rt_task
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090aabb
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092c2df
     0.03%  progetto        libc.so.6                       [.] fopen@@GLIBC_2.2.5
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092e152
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8196
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000060a647
     0.03%  progetto        [kernel.kallsyms]               [k] get_user_pages_fast
     0.03%  progetto        libLLVM-15.so.1                 [.] llvm::PMTopLevelManager::findAnalysisPassInfo(void const*) const
     0.03%  progetto        [vdso]                          [.] __vdso_clock_gettime
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000234044
     0.03%  progetto        libglapi.so.0.0.0               [.] 0x000000000000f664
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003bd3c3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000371563
     0.03%  progetto        [kernel.kallsyms]               [k] __fput_sync
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066e210
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092e2c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009025b1
     0.03%  progetto        libGLdispatch.so.0.0.0          [.] 0x0000000000040954
     0.03%  progetto        [kernel.kallsyms]               [k] stat_open
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008b3751
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000654f20
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017f808
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001714c0
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e6860
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c016d
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000015ede3
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000022d2d0
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x00000000000511e9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d15a0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c2040
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cf910
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000036316c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008bff32
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000066c1d9
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e694d
     0.03%  progetto        libfreetype.so.6.18.1           [.] 0x0000000000051233
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302b6a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000001306dd
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092c1e8
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d05c6
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000090ad63
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008baca0
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000004375
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000028ccb0
     0.03%  progetto        liballegro.so.5.2.9             [.] al_malloc_with_context
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000912645
     0.03%  progetto        libc.so.6                       [.] __select
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e7eff
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c0f
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003d3c42
     0.03%  progetto        [kernel.kallsyms]               [k] getname_flags.part.0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c01af
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000092d134
     0.03%  progetto        [kernel.kallsyms]               [k] __msecs_to_jiffies
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000002fdd10
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000012b28c
     0.03%  progetto        libxcb.so.1.1.0                 [.] 0x000000000000b8c0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000302c16
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003c01b9
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000667c15
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000009079bf
     0.03%  progetto        [kernel.kallsyms]               [k] bitmap_list_string.constprop.0
     0.03%  progetto        [kernel.kallsyms]               [k] apparmor_file_permission
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __raw_spin_lock_irqsave
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003df0
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000003cfd37
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000017147c
     0.03%  progetto        radeonsi_dri.so                 [.] 0x000000000028ccbb
     0.03%  progetto        [kernel.kallsyms]               [k] __update_load_avg_se
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000928ff9
     0.03%  progetto        [kernel.kallsyms]               [k] pointer
     0.03%  progetto        [kernel.kallsyms]               [k] apparmor_file_alloc_security
     0.03%  progetto        liballegro_ttf.so.5.2.9         [.] 0x0000000000003f6a
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000664911
     0.03%  progetto        liballegro.so.5.2.9             [.] 0x00000000000e8332
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000dd5ac7
     0.03%  progetto        radeonsi_dri.so                 [.] 0x0000000000663f03
     0.03%  progetto        libc.so.6                       [.] __GI___pthread_enable_asynccancel
     0.03%  progetto        radeonsi_dri.so                 [.] 0x00000000008fd4c8
     0.03%  progetto        [kernel.kallsyms]               [k] clockevents_program_event
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] __check_object_size.part.0
     0.03%  progetto:cs0    [kernel.kallsyms]               [k] syscall_exit_to_user_mode
     0.03%  progetto:cs0    radeonsi_dri.so                 [.] 0x000000000092f0d6
     0.03%  progetto        [kernel.kallsyms]               [k] do_futex
     0.03%  progetto        [kernel.kallsyms]               [k] task_seccomp
